GP_name,quali_pos,constructor,driver,position,driver_confidence,constructor_relaiblity,active_driver,active_constructor,dob
Baku City Circuit,8,Williams,Valtteri Bottas,8,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Baku City Circuit,2,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Baku City Circuit,9,Red Bull,Max Verstappen,9,-7.571428571428571,-16.5,1,1,1997-09-30
Baku City Circuit,11,Haas F1 Team,Romain Grosjean,11,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Baku City Circuit,22,Renault,Kevin Magnussen,21,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Red Bull Ring,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Red Bull Ring,8,Red Bull,Max Verstappen,9,-7.571428571428571,-16.5,1,1,1997-09-30
Red Bull Ring,4,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Red Bull Ring,5,Red Bull,Daniel Ricciardo,7,-4.780346820809249,-16.5,1,1,1989-07-01
Red Bull Ring,13,Haas F1 Team,Romain Grosjean,13,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Red Bull Ring,7,Williams,Valtteri Bottas,8,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Red Bull Ring,17,Renault,Kevin Magnussen,17,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Red Bull Ring,9,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Silverstone Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Silverstone Circuit,3,Red Bull,Max Verstappen,3,-7.571428571428571,-16.5,1,1,1997-09-30
Silverstone Circuit,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Silverstone Circuit,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Silverstone Circuit,11,Ferrari,Sebastian Vettel,6,-3.5,-9.199004975124378,1,1,1987-07-03
Silverstone Circuit,6,Williams,Valtteri Bottas,7,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Silverstone Circuit,16,Renault,Kevin Magnussen,16,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Silverstone Circuit,13,Haas F1 Team,Romain Grosjean,13,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Hungaroring,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hungaroring,3,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Hungaroring,5,Ferrari,Sebastian Vettel,5,-3.5,-9.199004975124378,1,1,1987-07-03
Hungaroring,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Hungaroring,14,Ferrari,Kimi Räikkönen,14,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Hungaroring,10,Williams,Valtteri Bottas,10,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Hungaroring,11,Haas F1 Team,Romain Grosjean,11,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Hungaroring,19,Renault,Kevin Magnussen,19,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Hockenheimring,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hockenheimring,3,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Hockenheimring,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Hockenheimring,6,Ferrari,Sebastian Vettel,6,-3.5,-9.199004975124378,1,1,1987-07-03
Hockenheimring,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Hockenheimring,7,Williams,Valtteri Bottas,8,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Hockenheimring,20,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Hockenheimring,16,Renault,Kevin Magnussen,17,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Circuit de Spa-Francorchamps,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Spa-Francorchamps,21,Mercedes,Lewis Hamilton,21,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Spa-Francorchamps,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Spa-Francorchamps,8,Williams,Valtteri Bottas,8,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit de Spa-Francorchamps,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Spa-Francorchamps,2,Red Bull,Max Verstappen,2,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Spa-Francorchamps,11,Haas F1 Team,Romain Grosjean,11,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Spa-Francorchamps,12,Renault,Kevin Magnussen,12,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Autodromo Nazionale di Monza,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autodromo Nazionale di Monza,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Autodromo Nazionale di Monza,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autodromo Nazionale di Monza,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Autodromo Nazionale di Monza,5,Williams,Valtteri Bottas,5,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Autodromo Nazionale di Monza,7,Red Bull,Max Verstappen,7,-7.571428571428571,-16.5,1,1,1997-09-30
Autodromo Nazionale di Monza,17,Haas F1 Team,Romain Grosjean,12,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Autodromo Nazionale di Monza,21,Renault,Kevin Magnussen,21,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Marina Bay Street Circuit,2,Red Bull,Daniel Ricciardo,2,-4.780346820809249,-16.5,1,1,1989-07-01
Marina Bay Street Circuit,3,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Marina Bay Street Circuit,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Marina Bay Street Circuit,22,Ferrari,Sebastian Vettel,22,-3.5,-9.199004975124378,1,1,1987-07-03
Marina Bay Street Circuit,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Marina Bay Street Circuit,15,Renault,Kevin Magnussen,17,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Marina Bay Street Circuit,10,Williams,Valtteri Bottas,11,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Marina Bay Street Circuit,20,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Sepang International Circuit,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Sepang International Circuit,3,Red Bull,Max Verstappen,3,-7.571428571428571,-16.5,1,1,1997-09-30
Sepang International Circuit,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Sepang International Circuit,11,Williams,Valtteri Bottas,11,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Sepang International Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Sepang International Circuit,14,Renault,Kevin Magnussen,14,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Sepang International Circuit,12,Haas F1 Team,Romain Grosjean,12,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Sepang International Circuit,5,Ferrari,Sebastian Vettel,5,-3.5,-9.199004975124378,1,1,1987-07-03
Suzuka Circuit,3,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Suzuka Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Suzuka Circuit,6,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Suzuka Circuit,8,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Suzuka Circuit,4,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Suzuka Circuit,11,Williams,Valtteri Bottas,11,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Suzuka Circuit,7,Haas F1 Team,Romain Grosjean,8,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Suzuka Circuit,17,Renault,Kevin Magnussen,18,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Circuit of the Americas,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit of the Americas,3,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit of the Americas,6,Ferrari,Sebastian Vettel,6,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit of the Americas,17,Haas F1 Team,Romain Grosjean,17,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit of the Americas,18,Renault,Kevin Magnussen,18,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Circuit of the Americas,8,Williams,Valtteri Bottas,8,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Circuit of the Americas,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit of the Americas,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Autódromo Hermanos Rodríguez,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autódromo Hermanos Rodríguez,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Autódromo Hermanos Rodríguez,3,Red Bull,Max Verstappen,3,-7.571428571428571,-16.5,1,1,1997-09-30
Autódromo Hermanos Rodríguez,7,Ferrari,Sebastian Vettel,7,-3.5,-9.199004975124378,1,1,1987-07-03
Autódromo Hermanos Rodríguez,6,Ferrari,Kimi Räikkönen,6,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo Hermanos Rodríguez,8,Williams,Valtteri Bottas,8,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Autódromo Hermanos Rodríguez,14,Renault,Kevin Magnussen,14,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Autódromo Hermanos Rodríguez,22,Haas F1 Team,Romain Grosjean,21,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Autódromo José Carlos Pace,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autódromo José Carlos Pace,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Autódromo José Carlos Pace,5,Ferrari,Sebastian Vettel,5,-3.5,-9.199004975124378,1,1,1987-07-03
Autódromo José Carlos Pace,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Autódromo José Carlos Pace,11,Williams,Valtteri Bottas,11,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Autódromo José Carlos Pace,18,Renault,Kevin Magnussen,18,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Autódromo José Carlos Pace,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autódromo José Carlos Pace,7,Haas F1 Team,Romain Grosjean,7,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Yas Marina Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Yas Marina Circuit,5,Ferrari,Sebastian Vettel,5,-3.5,-9.199004975124378,1,1,1987-07-03
Yas Marina Circuit,6,Red Bull,Max Verstappen,6,-7.571428571428571,-16.5,1,1,1997-09-30
Yas Marina Circuit,3,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Yas Marina Circuit,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Yas Marina Circuit,14,Haas F1 Team,Romain Grosjean,14,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Yas Marina Circuit,11,Williams,Valtteri Bottas,11,-2.4965034965034967,-49.37406483790524,1,1,1989-08-28
Yas Marina Circuit,18,Renault,Kevin Magnussen,18,-3.761904761904762,-53.50819672131148,1,1,1992-10-05
Albert Park Grand Prix Circuit,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Albert Park Grand Prix Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Albert Park Grand Prix Circuit,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Albert Park Grand Prix Circuit,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Albert Park Grand Prix Circuit,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Albert Park Grand Prix Circuit,17,Haas F1 Team,Kevin Magnussen,17,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Albert Park Grand Prix Circuit,20,Williams,Lance Stroll,19,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Albert Park Grand Prix Circuit,0,Red Bull,Daniel Ricciardo,10,-4.780346820809249,-16.5,1,1,1989-07-01
Albert Park Grand Prix Circuit,6,Haas F1 Team,Romain Grosjean,6,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Shanghai International Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Shanghai International Circuit,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Shanghai International Circuit,16,Red Bull,Max Verstappen,19,-7.571428571428571,-16.5,1,1,1997-09-30
Shanghai International Circuit,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Shanghai International Circuit,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Shanghai International Circuit,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Shanghai International Circuit,12,Haas F1 Team,Kevin Magnussen,12,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Shanghai International Circuit,19,Haas F1 Team,Romain Grosjean,17,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Shanghai International Circuit,10,Williams,Lance Stroll,10,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Bahrain International Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Bahrain International Circuit,2,Mercedes,Lewis Hamilton,2,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Bahrain International Circuit,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Bahrain International Circuit,5,Ferrari,Kimi Räikkönen,5,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Bahrain International Circuit,4,Red Bull,Daniel Ricciardo,4,-4.780346820809249,-16.5,1,1,1989-07-01
Bahrain International Circuit,9,Haas F1 Team,Romain Grosjean,9,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Bahrain International Circuit,12,Williams,Lance Stroll,12,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Bahrain International Circuit,6,Red Bull,Max Verstappen,6,-7.571428571428571,-16.5,1,1,1997-09-30
Bahrain International Circuit,20,Haas F1 Team,Kevin Magnussen,20,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Sochi Autodrom,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Sochi Autodrom,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Sochi Autodrom,2,Ferrari,Kimi Räikkönen,2,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Sochi Autodrom,4,Mercedes,Lewis Hamilton,4,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Sochi Autodrom,7,Red Bull,Max Verstappen,7,-7.571428571428571,-16.5,1,1,1997-09-30
Sochi Autodrom,11,Williams,Lance Stroll,12,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Sochi Autodrom,13,Haas F1 Team,Kevin Magnussen,14,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Sochi Autodrom,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Sochi Autodrom,19,Haas F1 Team,Romain Grosjean,20,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Barcelona-Catalunya,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Barcelona-Catalunya,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Barcelona-Catalunya,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Barcelona-Catalunya,14,Haas F1 Team,Romain Grosjean,14,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Barcelona-Catalunya,11,Haas F1 Team,Kevin Magnussen,11,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit de Barcelona-Catalunya,18,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit de Barcelona-Catalunya,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit de Barcelona-Catalunya,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Barcelona-Catalunya,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Monaco,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Monaco,1,Ferrari,Kimi Räikkönen,1,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Monaco,5,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Monaco,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit de Monaco,4,Red Bull,Max Verstappen,4,-7.571428571428571,-16.5,1,1,1997-09-30
Circuit de Monaco,13,Mercedes,Lewis Hamilton,14,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Monaco,8,Haas F1 Team,Romain Grosjean,8,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Monaco,11,Haas F1 Team,Kevin Magnussen,13,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit de Monaco,17,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit Gilles Villeneuve,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit Gilles Villeneuve,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit Gilles Villeneuve,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit Gilles Villeneuve,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit Gilles Villeneuve,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit Gilles Villeneuve,17,Williams,Lance Stroll,17,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit Gilles Villeneuve,14,Haas F1 Team,Romain Grosjean,14,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit Gilles Villeneuve,18,Haas F1 Team,Kevin Magnussen,18,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit Gilles Villeneuve,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Baku City Circuit,10,Red Bull,Daniel Ricciardo,10,-4.780346820809249,-16.5,1,1,1989-07-01
Baku City Circuit,2,Mercedes,Valtteri Bottas,2,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Baku City Circuit,8,Williams,Lance Stroll,8,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Baku City Circuit,4,Ferrari,Sebastian Vettel,4,-3.5,-9.199004975124378,1,1,1987-07-03
Baku City Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Baku City Circuit,12,Haas F1 Team,Kevin Magnussen,13,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Baku City Circuit,16,Haas F1 Team,Romain Grosjean,17,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Baku City Circuit,3,Ferrari,Kimi Räikkönen,3,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Baku City Circuit,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Red Bull Ring,1,Mercedes,Valtteri Bottas,1,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Red Bull Ring,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Red Bull Ring,4,Red Bull,Daniel Ricciardo,5,-4.780346820809249,-16.5,1,1,1989-07-01
Red Bull Ring,8,Mercedes,Lewis Hamilton,3,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Red Bull Ring,3,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Red Bull Ring,6,Haas F1 Team,Romain Grosjean,7,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Red Bull Ring,18,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Red Bull Ring,15,Haas F1 Team,Kevin Magnussen,15,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Red Bull Ring,5,Red Bull,Max Verstappen,6,-7.571428571428571,-16.5,1,1,1997-09-30
Silverstone Circuit,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Silverstone Circuit,9,Mercedes,Valtteri Bottas,4,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Silverstone Circuit,2,Ferrari,Kimi Räikkönen,2,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Silverstone Circuit,4,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Silverstone Circuit,19,Red Bull,Daniel Ricciardo,20,-4.780346820809249,-16.5,1,1,1989-07-01
Silverstone Circuit,3,Ferrari,Sebastian Vettel,3,-3.5,-9.199004975124378,1,1,1987-07-03
Silverstone Circuit,16,Haas F1 Team,Kevin Magnussen,17,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Silverstone Circuit,10,Haas F1 Team,Romain Grosjean,10,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Silverstone Circuit,15,Williams,Lance Stroll,16,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Hungaroring,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Hungaroring,2,Ferrari,Kimi Räikkönen,2,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Hungaroring,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Hungaroring,4,Mercedes,Lewis Hamilton,4,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Hungaroring,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Hungaroring,15,Haas F1 Team,Kevin Magnussen,16,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Hungaroring,17,Williams,Lance Stroll,17,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Hungaroring,14,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Hungaroring,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Spa-Francorchamps,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Circuit de Spa-Francorchamps,2,Ferrari,Sebastian Vettel,2,-3.5,-9.199004975124378,1,1,1987-07-03
Circuit de Spa-Francorchamps,6,Red Bull,Daniel Ricciardo,6,-4.780346820809249,-16.5,1,1,1989-07-01
Circuit de Spa-Francorchamps,4,Ferrari,Kimi Räikkönen,4,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Circuit de Spa-Francorchamps,3,Mercedes,Valtteri Bottas,3,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Circuit de Spa-Francorchamps,11,Haas F1 Team,Romain Grosjean,12,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Circuit de Spa-Francorchamps,15,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Circuit de Spa-Francorchamps,12,Haas F1 Team,Kevin Magnussen,13,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Circuit de Spa-Francorchamps,5,Red Bull,Max Verstappen,5,-7.571428571428571,-16.5,1,1,1997-09-30
Autodromo Nazionale di Monza,1,Mercedes,Lewis Hamilton,1,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Autodromo Nazionale di Monza,4,Mercedes,Valtteri Bottas,6,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Autodromo Nazionale di Monza,6,Ferrari,Sebastian Vettel,8,-3.5,-9.199004975124378,1,1,1987-07-03
Autodromo Nazionale di Monza,16,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Autodromo Nazionale di Monza,5,Ferrari,Kimi Räikkönen,7,-4.590062111801243,-9.199004975124378,1,1,1979-10-17
Autodromo Nazionale di Monza,2,Williams,Lance Stroll,4,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Autodromo Nazionale di Monza,13,Red Bull,Max Verstappen,2,-7.571428571428571,-16.5,1,1,1997-09-30
Autodromo Nazionale di Monza,9,Haas F1 Team,Kevin Magnussen,16,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Autodromo Nazionale di Monza,20,Haas F1 Team,Romain Grosjean,20,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Marina Bay Street Circuit,5,Mercedes,Lewis Hamilton,5,-4.472636815920398,-11.219451371571072,1,1,1985-01-07
Marina Bay Street Circuit,3,Red Bull,Daniel Ricciardo,3,-4.780346820809249,-16.5,1,1,1989-07-01
Marina Bay Street Circuit,6,Mercedes,Valtteri Bottas,6,-2.4965034965034967,-11.219451371571072,1,1,1989-08-28
Marina Bay Street Circuit,18,Williams,Lance Stroll,18,-6.6923076923076925,-49.37406483790524,1,1,1998-10-29
Marina Bay Street Circuit,15,Haas F1 Team,Romain Grosjean,15,-13.814814814814815,-64.69767441860465,1,1,1986-04-17
Marina Bay Street Circuit,16,Haas F1 Team,Kevin Magnussen,16,-3.761904761904762,-64.69767441860465,1,1,1992-10-05
Marina Bay Street Circuit,1,Ferrari,Sebastian Vettel,1,-3.5,-9.199004975124378,1,1,1987-07-03
Marina Bay Street Circuit,2,Red Bull,Max Verstappen,2,-7.571428571428571,-16.5,1,1,1997-09-30
